-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,39,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,42,43,-1,-1,-1,-1,-1,38,39,40,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,41,42,43,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,38,39,40,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,41,42,43,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,39,40
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,42,43
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,45,46,47,-1,-1,-1,-1,45,46,47,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
