0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,11,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,25,0,0,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,2,3,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,13,13,13,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,4,5,6,-1,-1,0,-1,0,0,0,0,-1,0,-1,13,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,7,8,9,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,13,13,13,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,13,-1,0
0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,1,2,3,-1,-1,-1,0,25,0,0,0,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,4,5,6,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,13,0
0,13,13,13,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,7,8,9,-1,-1,-1,0,0,0,0,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,25,0,0,0,0,-1,0,13,-1,0
0,-1,-1,13,13,13,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,2,3,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,4,5,6,0,0,0,0,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,7,8,9,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,13,13,13,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,25,0,0,0,0,-1,0,-1,13,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,13,13,13,20,0,-1,1,2,3,-1,-1,-1,-1,-1,-1,-1,0,-1,0,13,-1,0
0,-1,-1,-1,13,13,13,0,-1,-1,-1,-1,-1,-1,0,-1,4,5,6,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,13,0,-1,7,8,9,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,13,0,-1,-1,-1,-1,-1,-1,35,-1,13,-1,-1,0,-1,0,-1,13,0
0,-1,-1,13,13,13,-1,0,-1,-1,-1,-1,-1,13,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,1,2,3,-1,0,-1,-1,13,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,4,5,6,-1,0,-1,-1,40,13,0,-1,0,13,-1,0
0,13,13,13,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,7,8,9,-1,0,-1,13,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,13,-1,0,-1,0,-1,-1,0
0,-1,13,13,13,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,2,3,-1,-1,0,-1,13,-1,-1,0,-1,0,-1,13,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,4,5,6,-1,-1,0,13,-1,-1,-1,45,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,7,8,9,-1,-1,0,-1,-1,13,-1,0,-1,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
