0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
0,-1,-1,0,-1,1,2,3,-1,0,-1,-1,-1,0,-1,-1,13,-1,1,2,3,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
0,-1,13,0,-1,4,5,6,-1,0,0,0,-1,0,-1,13,-1,0,4,5,6,-1,-1,0,-1,-1,-1,-1,0,-1,12,0
0,-1,-1,0,-1,7,8,9,-1,0,-1,-1,-1,0,-1,-1,-1,0,7,8,9,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,13,-1,-1,0,-1,1,2,3,-1,0,0,0,35,-1,0,-1,-1,0
0,13,-1,0,1,2,3,-1,-1,0,-1,-1,-1,0,-1,13,-1,0,-1,4,5,6,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,4,5,6,-1,-1,0,0,0,-1,0,-1,-1,-1,0,-1,7,8,9,-1,0,-1,-1,-1,-1,0,12,-1,0
0,-1,-1,0,7,8,9,-1,-1,0,-1,-1,-1,0,-1,-1,13,0,-1,-1,-1,-1,-1,0,-1,35,0,0,0,-1,-1,0
0,-1,13,0,-1,20,-1,-1,-1,0,-1,0,0,0,-1,13,-1,0,1,2,3,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,4,5,6,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,13,0,-1,-1,-1,-1,-1,0,0,0,-1,0,13,-1,-1,0,7,8,9,-1,-1,0,0,0,35,-1,0,-1,12,0
0,-1,-1,0,-1,1,2,3,-1,0,-1,-1,30,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,13,-1,0,-1,4,5,6,-1,0,-1,0,0,0,-1,13,-1,0,-1,1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,-1,7,8,9,-1,0,-1,-1,-1,0,-1,13,-1,0,-1,4,5,6,-1,0,-1,35,0,0,0,-1,-1,0
0,-1,13,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,-1,7,8,9,-1,0,-1,-1,-1,-1,0,12,-1,0
0,-1,-1,0,-1,-1,-1,-1,-1,25,-1,-1,-1,0,-1,13,40,47,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,-1,-1,1,2,3,0,0,0,-1,0,-1,-1,13,0,1,2,3,-1,-1,0,0,0,35,-1,0,-1,-1,0
0,-1,13,0,-1,-1,4,5,6,0,-1,-1,-1,0,13,-1,-1,0,4,5,6,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,-1,-1,7,8,9,0,-1,0,35,0,-1,13,-1,0,7,8,9,-1,-1,0,-1,-1,-1,-1,0,-1,12,0
0,13,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,35,0,0,0,-1,-1,0
0,-1,-1,0,1,2,3,-1,0,0,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,4,5,6,-1,-1,0,-1,-1,-1,0,13,-1,-1,0,-1,1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,13,0,7,8,9,-1,-1,0,-1,0,35,0,-1,13,-1,0,-1,4,5,6,-1,0,0,0,35,-1,0,12,-1,0
0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,7,8,9,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,13,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0
0,13,-1,0,-1,1,2,3,-1,0,-1,-1,-1,0,-1,13,-1,0,-1,-1,-1,-1,-1,0,-1,35,0,0,0,-1,-1,0
0,-1,-1,0,-1,4,5,6,-1,0,-1,0,35,0,-1,-1,-1,0,-1,-1,1,2,3,0,-1,-1,-1,-1,0,-1,12,0
0,-1,13,0,-1,7,8,9,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,4,5,6,0,-1,-1,-1,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,13,-1,-1,0,-1,-1,7,8,9,0,0,0,35,-1,0,-1,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
